Date,Right Ascension 
2053-Jun-24,12 33 28.93
2053-Jun-25,12 36 26.42
2053-Jun-26,12 39 22.80
2053-Jun-27,12 42 18.12
2053-Jun-28,12 45 12.39
2053-Jun-29,12 48 05.66
2053-Jun-30,12 50 57.95
2053-Jul-01,12 53 49.29
2053-Jul-02,12 56 39.72
2053-Jul-03,12 59 29.27
2053-Jul-04,13 02 17.96
2053-Jul-05,13 05 05.84
2053-Jul-06,13 07 52.92
2053-Jul-07,13 10 39.24
2053-Jul-08,13 13 24.84
2053-Jul-09,13 16 09.73
2053-Jul-10,13 18 53.96
2053-Jul-11,13 21 37.55
2053-Jul-12,13 24 20.53
2053-Jul-13,13 27 02.93
2053-Jul-14,13 29 44.78
2053-Jul-15,13 32 26.10
2053-Jul-16,13 35 06.92
2053-Jul-17,13 37 47.26
2053-Jul-18,13 40 27.13
2053-Jul-19,13 43 06.56
2053-Jul-20,13 45 45.56
2053-Jul-21,13 48 24.14
2053-Jul-22,13 51 02.31
2053-Jul-23,13 53 40.10
2053-Jul-24,13 56 17.51
2053-Jul-25,13 58 54.56
2053-Jul-26,14 01 31.26
2053-Jul-27,14 04 07.63
2053-Jul-28,14 06 43.68
2053-Jul-29,14 09 19.42
2053-Jul-30,14 11 54.87
2053-Jul-31,14 14 30.04
2053-Aug-01,14 17 04.94
2053-Aug-02,14 19 39.60
2053-Aug-03,14 22 14.02
2053-Aug-04,14 24 48.23
2053-Aug-05,14 27 22.22
2053-Aug-06,14 29 56.04
2053-Aug-07,14 32 29.67
2053-Aug-08,14 35 03.15
2053-Aug-09,14 37 36.49
2053-Aug-10,14 40 09.70
2053-Aug-11,14 42 42.80
2053-Aug-12,14 45 15.80
2053-Aug-13,14 47 48.72
2053-Aug-14,14 50 21.55
2053-Aug-15,14 52 54.32
2053-Aug-16,14 55 27.03
2053-Aug-17,14 57 59.68
2053-Aug-18,15 00 32.28
2053-Aug-19,15 03 04.84
2053-Aug-20,15 05 37.35
2053-Aug-21,15 08 09.83
2053-Aug-22,15 10 42.27
2053-Aug-23,15 13 14.68
2053-Aug-24,15 15 47.07
2053-Aug-25,15 18 19.44
2053-Aug-26,15 20 51.79
2053-Aug-27,15 23 24.13
2053-Aug-28,15 25 56.46
2053-Aug-29,15 28 28.79
2053-Aug-30,15 31 01.12
2053-Aug-31,15 33 33.46
2053-Sep-01,15 36 05.82
2053-Sep-02,15 38 38.19
2053-Sep-03,15 41 10.60
2053-Sep-04,15 43 43.04
2053-Sep-05,15 46 15.53
2053-Sep-06,15 48 48.06
2053-Sep-07,15 51 20.65
2053-Sep-08,15 53 53.30
2053-Sep-09,15 56 26.02
2053-Sep-10,15 58 58.81
2053-Sep-11,16 01 31.68
2053-Sep-12,16 04 04.63
2053-Sep-13,16 06 37.67
2053-Sep-14,16 09 10.78
2053-Sep-15,16 11 43.97
2053-Sep-16,16 14 17.25
2053-Sep-17,16 16 50.60
2053-Sep-18,16 19 24.02
2053-Sep-19,16 21 57.52
2053-Sep-20,16 24 31.09
2053-Sep-21,16 27 04.74
2053-Sep-22,16 29 38.45
2053-Sep-23,16 32 12.23
2053-Sep-24,16 34 46.08
2053-Sep-25,16 37 19.99
2053-Sep-26,16 39 53.96
2053-Sep-27,16 42 28.00
2053-Sep-28,16 45 02.10
2053-Sep-29,16 47 36.27
2053-Sep-30,16 50 10.49
2053-Oct-01,16 52 44.79
2053-Oct-02,16 55 19.14
2053-Oct-03,16 57 53.57
2053-Oct-04,17 00 28.07
2053-Oct-05,17 03 02.63
2053-Oct-06,17 05 37.27
2053-Oct-07,17 08 11.98
2053-Oct-08,17 10 46.76
2053-Oct-09,17 13 21.62
2053-Oct-10,17 15 56.55
2053-Oct-11,17 18 31.55
2053-Oct-12,17 21 06.61
2053-Oct-13,17 23 41.73
2053-Oct-14,17 26 16.91
2053-Oct-15,17 28 52.14
2053-Oct-16,17 31 27.42
2053-Oct-17,17 34 02.74
2053-Oct-18,17 36 38.10
2053-Oct-19,17 39 13.48
2053-Oct-20,17 41 48.90
2053-Oct-21,17 44 24.33
2053-Oct-22,17 46 59.78
2053-Oct-23,17 49 35.24
2053-Oct-24,17 52 10.71
2053-Oct-25,17 54 46.19
2053-Oct-26,17 57 21.66
2053-Oct-27,17 59 57.13
2053-Oct-28,18 02 32.60
2053-Oct-29,18 05 08.05
2053-Oct-30,18 07 43.50
2053-Oct-31,18 10 18.93
2053-Nov-01,18 12 54.35
2053-Nov-02,18 15 29.76
2053-Nov-03,18 18 05.16
2053-Nov-04,18 20 40.54
2053-Nov-05,18 23 15.91
2053-Nov-06,18 25 51.25
2053-Nov-07,18 28 26.58
2053-Nov-08,18 31 01.88
2053-Nov-09,18 33 37.14
2053-Nov-10,18 36 12.38
2053-Nov-11,18 38 47.57
2053-Nov-12,18 41 22.72
2053-Nov-13,18 43 57.82
2053-Nov-14,18 46 32.87
2053-Nov-15,18 49 07.85
2053-Nov-16,18 51 42.76
2053-Nov-17,18 54 17.60
2053-Nov-18,18 56 52.37
2053-Nov-19,18 59 27.05
2053-Nov-20,19 02 01.65
2053-Nov-21,19 04 36.15
2053-Nov-22,19 07 10.56
2053-Nov-23,19 09 44.86
2053-Nov-24,19 12 19.06
2053-Nov-25,19 14 53.16
2053-Nov-26,19 17 27.15
2053-Nov-27,19 20 01.03
2053-Nov-28,19 22 34.79
2053-Nov-29,19 25 08.45
2053-Nov-30,19 27 42.00
2053-Dec-01,19 30 15.43
2053-Dec-02,19 32 48.76
2053-Dec-03,19 35 21.97
2053-Dec-04,19 37 55.07
2053-Dec-05,19 40 28.06
2053-Dec-06,19 43 00.93
2053-Dec-07,19 45 33.68
2053-Dec-08,19 48 06.31
2053-Dec-09,19 50 38.82
2053-Dec-10,19 53 11.20
2053-Dec-11,19 55 43.45
2053-Dec-12,19 58 15.57
2053-Dec-13,20 00 47.55
2053-Dec-14,20 03 19.40
2053-Dec-15,20 05 51.10
2053-Dec-16,20 08 22.66
2053-Dec-17,20 10 54.07
2053-Dec-18,20 13 25.33
2053-Dec-19,20 15 56.43
2053-Dec-20,20 18 27.39
2053-Dec-21,20 20 58.19
2053-Dec-22,20 23 28.83
2053-Dec-23,20 25 59.32
2053-Dec-24,20 28 29.65
2053-Dec-25,20 30 59.83
2053-Dec-26,20 33 29.86
2053-Dec-27,20 35 59.73
2053-Dec-28,20 38 29.45
2053-Dec-29,20 40 59.03
2053-Dec-30,20 43 28.47
2053-Dec-31,20 45 57.77
2054-Jan-01,20 48 26.93
2054-Jan-02,20 50 55.96
2054-Jan-03,20 53 24.86
2054-Jan-04,20 55 53.62
2054-Jan-05,20 58 22.25
2054-Jan-06,21 00 50.74
2054-Jan-07,21 03 19.11
2054-Jan-08,21 05 47.35
2054-Jan-09,21 08 15.47
2054-Jan-10,21 10 43.45
2054-Jan-11,21 13 11.31
2054-Jan-12,21 15 39.04
2054-Jan-13,21 18 06.64
2054-Jan-14,21 20 34.12
2054-Jan-15,21 23 01.48
2054-Jan-16,21 25 28.72
2054-Jan-17,21 27 55.83
2054-Jan-18,21 30 22.83
2054-Jan-19,21 32 49.71
2054-Jan-20,21 35 16.48
2054-Jan-21,21 37 43.14
2054-Jan-22,21 40 09.70
2054-Jan-23,21 42 36.15
2054-Jan-24,21 45 02.51
2054-Jan-25,21 47 28.78
2054-Jan-26,21 49 54.97
2054-Jan-27,21 52 21.08
2054-Jan-28,21 54 47.12
2054-Jan-29,21 57 13.10
2054-Jan-30,21 59 39.02
2054-Jan-31,22 02 04.89
2054-Feb-01,22 04 30.71
2054-Feb-02,22 06 56.49
2054-Feb-03,22 09 22.23
2054-Feb-04,22 11 47.94
2054-Feb-05,22 14 13.62
2054-Feb-06,22 16 39.27
2054-Feb-07,22 19 04.90
2054-Feb-08,22 21 30.52
2054-Feb-09,22 23 56.13
2054-Feb-10,22 26 21.73
2054-Feb-11,22 28 47.32
2054-Feb-12,22 31 12.92
2054-Feb-13,22 33 38.53
2054-Feb-14,22 36 04.15
2054-Feb-15,22 38 29.78
2054-Feb-16,22 40 55.44
2054-Feb-17,22 43 21.13
2054-Feb-18,22 45 46.85
2054-Feb-19,22 48 12.62
2054-Feb-20,22 50 38.44
2054-Feb-21,22 53 04.32
2054-Feb-22,22 55 30.26
2054-Feb-23,22 57 56.29
2054-Feb-24,23 00 22.40
2054-Feb-25,23 02 48.61
2054-Feb-26,23 05 14.92
2054-Feb-27,23 07 41.36
2054-Feb-28,23 10 07.92
2054-Mar-01,23 12 34.61
2054-Mar-02,23 15 01.45
2054-Mar-03,23 17 28.43
2054-Mar-04,23 19 55.58
2054-Mar-05,23 22 22.89
2054-Mar-06,23 24 50.38
2054-Mar-07,23 27 18.05
2054-Mar-08,23 29 45.91
2054-Mar-09,23 32 13.98
2054-Mar-10,23 34 42.24
2054-Mar-11,23 37 10.73
2054-Mar-12,23 39 39.43
2054-Mar-13,23 42 08.37
2054-Mar-14,23 44 37.55
2054-Mar-15,23 47 06.97
2054-Mar-16,23 49 36.65
2054-Mar-17,23 52 06.60
2054-Mar-18,23 54 36.82
2054-Mar-19,23 57 07.33
2054-Mar-20,23 59 38.14
2054-Mar-21,00 02 09.25
2054-Mar-22,00 04 40.69
2054-Mar-23,00 07 12.45
2054-Mar-24,00 09 44.57
2054-Mar-25,00 12 17.04
2054-Mar-26,00 14 49.89
2054-Mar-27,00 17 23.12
2054-Mar-28,00 19 56.75
2054-Mar-29,00 22 30.79
2054-Mar-30,00 25 05.25
2054-Mar-31,00 27 40.15
2054-Apr-01,00 30 15.50
2054-Apr-02,00 32 51.30
2054-Apr-03,00 35 27.57
2054-Apr-04,00 38 04.33
2054-Apr-05,00 40 41.58
2054-Apr-06,00 43 19.34
2054-Apr-07,00 45 57.61
2054-Apr-08,00 48 36.41
2054-Apr-09,00 51 15.74
2054-Apr-10,00 53 55.63
2054-Apr-11,00 56 36.08
2054-Apr-12,00 59 17.10
2054-Apr-13,01 01 58.71
2054-Apr-14,01 04 40.92
2054-Apr-15,01 07 23.73
2054-Apr-16,01 10 07.17
2054-Apr-17,01 12 51.25
2054-Apr-18,01 15 35.97
2054-Apr-19,01 18 21.37
2054-Apr-20,01 21 07.44
2054-Apr-21,01 23 54.21
2054-Apr-22,01 26 41.70
2054-Apr-23,01 29 29.92
2054-Apr-24,01 32 18.88
2054-Apr-25,01 35 08.60
2054-Apr-26,01 37 59.11
2054-Apr-27,01 40 50.40
2054-Apr-28,01 43 42.50
2054-Apr-29,01 46 35.42
2054-Apr-30,01 49 29.18
2054-May-01,01 52 23.79
2054-May-02,01 55 19.26
2054-May-03,01 58 15.61
2054-May-04,02 01 12.86
2054-May-05,02 04 11.00
2054-May-06,02 07 10.07
2054-May-07,02 10 10.06
2054-May-08,02 13 11.00
2054-May-09,02 16 12.89
2054-May-10,02 19 15.75
2054-May-11,02 22 19.58
2054-May-12,02 25 24.40
2054-May-13,02 28 30.23
2054-May-14,02 31 37.07
2054-May-15,02 34 44.94
2054-May-16,02 37 53.85
2054-May-17,02 41 03.81
2054-May-18,02 44 14.84
2054-May-19,02 47 26.96
2054-May-20,02 50 40.17
2054-May-21,02 53 54.49
2054-May-22,02 57 09.93
2054-May-23,03 00 26.51
2054-May-24,03 03 44.23
2054-May-25,03 07 03.11
2054-May-26,03 10 23.17
2054-May-27,03 13 44.40
2054-May-28,03 17 06.82
2054-May-29,03 20 30.44
2054-May-30,03 23 55.26
2054-May-31,03 27 21.30
2054-Jun-01,03 30 48.56
2054-Jun-02,03 34 17.03
2054-Jun-03,03 37 46.74
2054-Jun-04,03 41 17.68
2054-Jun-05,03 44 49.84
2054-Jun-06,03 48 23.25
2054-Jun-07,03 51 57.88
2054-Jun-08,03 55 33.75
2054-Jun-09,03 59 10.86
2054-Jun-10,04 02 49.19
2054-Jun-11,04 06 28.75
2054-Jun-12,04 10 09.53
2054-Jun-13,04 13 51.54
2054-Jun-14,04 17 34.77
2054-Jun-15,04 21 19.21
2054-Jun-16,04 25 04.86
2054-Jun-17,04 28 51.72
2054-Jun-18,04 32 39.79
2054-Jun-19,04 36 29.04
2054-Jun-20,04 40 19.49
2054-Jun-21,04 44 11.11
2054-Jun-22,04 48 03.89
2054-Jun-23,04 51 57.83
2054-Jun-24,04 55 52.92
2054-Jun-25,04 59 49.13
2054-Jun-26,05 03 46.45
2054-Jun-27,05 07 44.87
2054-Jun-28,05 11 44.37
2054-Jun-29,05 15 44.91
2054-Jun-30,05 19 46.50
2054-Jul-01,05 23 49.09
2054-Jul-02,05 27 52.67
2054-Jul-03,05 31 57.22
2054-Jul-04,05 36 02.69
2054-Jul-05,05 40 09.07
2054-Jul-06,05 44 16.32
2054-Jul-07,05 48 24.42
2054-Jul-08,05 52 33.32
2054-Jul-09,05 56 43.00
2054-Jul-10,06 00 53.42
2054-Jul-11,06 05 04.56
2054-Jul-12,06 09 16.37
2054-Jul-13,06 13 28.83
2054-Jul-14,06 17 41.90
2054-Jul-15,06 21 55.55
2054-Jul-16,06 26 09.74
2054-Jul-17,06 30 24.44
2054-Jul-18,06 34 39.62
2054-Jul-19,06 38 55.23
2054-Jul-20,06 43 11.26
2054-Jul-21,06 47 27.64
2054-Jul-22,06 51 44.37
2054-Jul-23,06 56 01.38
2054-Jul-24,07 00 18.66
2054-Jul-25,07 04 36.16
2054-Jul-26,07 08 53.84
2054-Jul-27,07 13 11.67
2054-Jul-28,07 17 29.61
2054-Jul-29,07 21 47.62
2054-Jul-30,07 26 05.67
2054-Jul-31,07 30 23.71
2054-Aug-01,07 34 41.71
2054-Aug-02,07 38 59.64
2054-Aug-03,07 43 17.45
2054-Aug-04,07 47 35.10
2054-Aug-05,07 51 52.57
2054-Aug-06,07 56 09.81
2054-Aug-07,08 00 26.79
2054-Aug-08,08 04 43.48
2054-Aug-09,08 08 59.85
2054-Aug-10,08 13 15.86
2054-Aug-11,08 17 31.50
2054-Aug-12,08 21 46.72
2054-Aug-13,08 26 01.52
2054-Aug-14,08 30 15.86
2054-Aug-15,08 34 29.72
2054-Aug-16,08 38 43.08
2054-Aug-17,08 42 55.92
2054-Aug-18,08 47 08.22
2054-Aug-19,08 51 19.97
2054-Aug-20,08 55 31.14
2054-Aug-21,08 59 41.73
2054-Aug-22,09 03 51.71
2054-Aug-23,09 08 01.07
2054-Aug-24,09 12 09.80
2054-Aug-25,09 16 17.88
2054-Aug-26,09 20 25.31
2054-Aug-27,09 24 32.08
2054-Aug-28,09 28 38.17
2054-Aug-29,09 32 43.58
2054-Aug-30,09 36 48.29
2054-Aug-31,09 40 52.31
2054-Sep-01,09 44 55.61
2054-Sep-02,09 48 58.20
2054-Sep-03,09 53 00.07
2054-Sep-04,09 57 01.21
2054-Sep-05,10 01 01.62
2054-Sep-06,10 05 01.29
2054-Sep-07,10 09 00.24
2054-Sep-08,10 12 58.45
2054-Sep-09,10 16 55.93
2054-Sep-10,10 20 52.68
2054-Sep-11,10 24 48.71
2054-Sep-12,10 28 44.03
2054-Sep-13,10 32 38.63
2054-Sep-14,10 36 32.53
2054-Sep-15,10 40 25.73
2054-Sep-16,10 44 18.24
2054-Sep-17,10 48 10.08
2054-Sep-18,10 52 01.24
2054-Sep-19,10 55 51.75
2054-Sep-20,10 59 41.60
2054-Sep-21,11 03 30.81
2054-Sep-22,11 07 19.39
2054-Sep-23,11 11 07.36
2054-Sep-24,11 14 54.72
2054-Sep-25,11 18 41.47
2054-Sep-26,11 22 27.65
2054-Sep-27,11 26 13.24
2054-Sep-28,11 29 58.27
2054-Sep-29,11 33 42.74
2054-Sep-30,11 37 26.67
2054-Oct-01,11 41 10.05
2054-Oct-02,11 44 52.91
2054-Oct-03,11 48 35.24
2054-Oct-04,11 52 17.07
2054-Oct-05,11 55 58.39
2054-Oct-06,11 59 39.23
2054-Oct-07,12 03 19.59
2054-Oct-08,12 06 59.48
2054-Oct-09,12 10 38.92
2054-Oct-10,12 14 17.92
2054-Oct-11,12 17 56.49
2054-Oct-12,12 21 34.65
2054-Oct-13,12 25 12.40
2054-Oct-14,12 28 49.77
2054-Oct-15,12 32 26.75
2054-Oct-16,12 36 03.38
2054-Oct-17,12 39 39.65
2054-Oct-18,12 43 15.59
2054-Oct-19,12 46 51.19
2054-Oct-20,12 50 26.49
2054-Oct-21,12 54 01.48
2054-Oct-22,12 57 36.18
2054-Oct-23,13 01 10.60
2054-Oct-24,13 04 44.75
2054-Oct-25,13 08 18.64
2054-Oct-26,13 11 52.28
2054-Oct-27,13 15 25.67
2054-Oct-28,13 18 58.83
2054-Oct-29,13 22 31.75
2054-Oct-30,13 26 04.44
2054-Oct-31,13 29 36.91
2054-Nov-01,13 33 09.16
2054-Nov-02,13 36 41.21
2054-Nov-03,13 40 13.04
2054-Nov-04,13 43 44.67
2054-Nov-05,13 47 16.10
2054-Nov-06,13 50 47.34
2054-Nov-07,13 54 18.40
2054-Nov-08,13 57 49.26
2054-Nov-09,14 01 19.96
2054-Nov-10,14 04 50.47
2054-Nov-11,14 08 20.82
2054-Nov-12,14 11 51.00
2054-Nov-13,14 15 21.03
2054-Nov-14,14 18 50.89
2054-Nov-15,14 22 20.60
2054-Nov-16,14 25 50.16
2054-Nov-17,14 29 19.57
2054-Nov-18,14 32 48.84
2054-Nov-19,14 36 17.97
2054-Nov-20,14 39 46.95
2054-Nov-21,14 43 15.80
2054-Nov-22,14 46 44.50
2054-Nov-23,14 50 13.06
2054-Nov-24,14 53 41.47
2054-Nov-25,14 57 09.74
2054-Nov-26,15 00 37.85
2054-Nov-27,15 04 05.81
2054-Nov-28,15 07 33.61
2054-Nov-29,15 11 01.23
2054-Nov-30,15 14 28.68
2054-Dec-01,15 17 55.96
2054-Dec-02,15 21 23.04
2054-Dec-03,15 24 49.93
2054-Dec-04,15 28 16.63
2054-Dec-05,15 31 43.11
2054-Dec-06,15 35 09.39
2054-Dec-07,15 38 35.45
2054-Dec-08,15 42 01.28
2054-Dec-09,15 45 26.89
2054-Dec-10,15 48 52.26
2054-Dec-11,15 52 17.38
2054-Dec-12,15 55 42.26
2054-Dec-13,15 59 06.88
2054-Dec-14,16 02 31.24
2054-Dec-15,16 05 55.34
2054-Dec-16,16 09 19.16
2054-Dec-17,16 12 42.70
2054-Dec-18,16 16 05.95
2054-Dec-19,16 19 28.91
2054-Dec-20,16 22 51.57
2054-Dec-21,16 26 13.92
2054-Dec-22,16 29 35.94
2054-Dec-23,16 32 57.64
2054-Dec-24,16 36 18.99
2054-Dec-25,16 39 39.99
2054-Dec-26,16 43 00.62
2054-Dec-27,16 46 20.88
2054-Dec-28,16 49 40.75
2054-Dec-29,16 53 00.21
2054-Dec-30,16 56 19.26
2054-Dec-31,16 59 37.89
2055-Jan-01,17 02 56.08
2055-Jan-02,17 06 13.82
2055-Jan-03,17 09 31.10
2055-Jan-04,17 12 47.91
2055-Jan-05,17 16 04.25
2055-Jan-06,17 19 20.09
2055-Jan-07,17 22 35.44
2055-Jan-08,17 25 50.27
2055-Jan-09,17 29 04.60
2055-Jan-10,17 32 18.39
2055-Jan-11,17 35 31.66
2055-Jan-12,17 38 44.38
2055-Jan-13,17 41 56.57
2055-Jan-14,17 45 08.19
2055-Jan-15,17 48 19.26
2055-Jan-16,17 51 29.77
2055-Jan-17,17 54 39.70
2055-Jan-18,17 57 49.05
2055-Jan-19,18 00 57.82
2055-Jan-20,18 04 05.99
2055-Jan-21,18 07 13.55
2055-Jan-22,18 10 20.51
2055-Jan-23,18 13 26.83
2055-Jan-24,18 16 32.53
2055-Jan-25,18 19 37.59
2055-Jan-26,18 22 41.99
2055-Jan-27,18 25 45.74
2055-Jan-28,18 28 48.82
2055-Jan-29,18 31 51.23
2055-Jan-30,18 34 52.96
2055-Jan-31,18 37 54.00
2055-Feb-01,18 40 54.34
2055-Feb-02,18 43 53.99
2055-Feb-03,18 46 52.93
2055-Feb-04,18 49 51.16
2055-Feb-05,18 52 48.68
2055-Feb-06,18 55 45.48
2055-Feb-07,18 58 41.56
2055-Feb-08,19 01 36.92
2055-Feb-09,19 04 31.56
2055-Feb-10,19 07 25.47
2055-Feb-11,19 10 18.66
2055-Feb-12,19 13 11.13
2055-Feb-13,19 16 02.87
2055-Feb-14,19 18 53.88
2055-Feb-15,19 21 44.18
2055-Feb-16,19 24 33.75
2055-Feb-17,19 27 22.59
2055-Feb-18,19 30 10.70
2055-Feb-19,19 32 58.08
2055-Feb-20,19 35 44.73
2055-Feb-21,19 38 30.64
2055-Feb-22,19 41 15.82
2055-Feb-23,19 44 00.25
2055-Feb-24,19 46 43.94
2055-Feb-25,19 49 26.88
2055-Feb-26,19 52 09.08
2055-Feb-27,19 54 50.53
2055-Feb-28,19 57 31.23
2055-Mar-01,20 00 11.18
2055-Mar-02,20 02 50.38
2055-Mar-03,20 05 28.84
2055-Mar-04,20 08 06.55
2055-Mar-05,20 10 43.51
2055-Mar-06,20 13 19.73
2055-Mar-07,20 15 55.20
2055-Mar-08,20 18 29.94
2055-Mar-09,20 21 03.94
2055-Mar-10,20 23 37.22
2055-Mar-11,20 26 09.76
2055-Mar-12,20 28 41.58
2055-Mar-13,20 31 12.69
2055-Mar-14,20 33 43.09
2055-Mar-15,20 36 12.78
2055-Mar-16,20 38 41.77
2055-Mar-17,20 41 10.06
2055-Mar-18,20 43 37.65
2055-Mar-19,20 46 04.55
2055-Mar-20,20 48 30.76
2055-Mar-21,20 50 56.27
2055-Mar-22,20 53 21.09
2055-Mar-23,20 55 45.22
2055-Mar-24,20 58 08.67
2055-Mar-25,21 00 31.42
2055-Mar-26,21 02 53.49
2055-Mar-27,21 05 14.87
2055-Mar-28,21 07 35.58
2055-Mar-29,21 09 55.60
2055-Mar-30,21 12 14.94
2055-Mar-31,21 14 33.60
2055-Apr-01,21 16 51.59
2055-Apr-02,21 19 08.91
2055-Apr-03,21 21 25.56
2055-Apr-04,21 23 41.55
2055-Apr-05,21 25 56.87
2055-Apr-06,21 28 11.54
2055-Apr-07,21 30 25.57
2055-Apr-08,21 32 38.94
2055-Apr-09,21 34 51.68
2055-Apr-10,21 37 03.79
2055-Apr-11,21 39 15.27
2055-Apr-12,21 41 26.13
2055-Apr-13,21 43 36.38
2055-Apr-14,21 45 46.01
2055-Apr-15,21 47 55.03
2055-Apr-16,21 50 03.45
2055-Apr-17,21 52 11.26
2055-Apr-18,21 54 18.47
2055-Apr-19,21 56 25.07
2055-Apr-20,21 58 31.08
2055-Apr-21,22 00 36.48
2055-Apr-22,22 02 41.27
2055-Apr-23,22 04 45.47
2055-Apr-24,22 06 49.06
2055-Apr-25,22 08 52.05
2055-Apr-26,22 10 54.45
2055-Apr-27,22 12 56.24
2055-Apr-28,22 14 57.43
2055-Apr-29,22 16 58.02
2055-Apr-30,22 18 58.01
2055-May-01,22 20 57.40
2055-May-02,22 22 56.20
2055-May-03,22 24 54.40
2055-May-04,22 26 52.02
2055-May-05,22 28 49.04
2055-May-06,22 30 45.48
2055-May-07,22 32 41.33
2055-May-08,22 34 36.61
2055-May-09,22 36 31.32
2055-May-10,22 38 25.45
2055-May-11,22 40 19.01
2055-May-12,22 42 12.00
2055-May-13,22 44 04.43
2055-May-14,22 45 56.28
2055-May-15,22 47 47.57
2055-May-16,22 49 38.27
2055-May-17,22 51 28.41
2055-May-18,22 53 17.96
2055-May-19,22 55 06.93
2055-May-20,22 56 55.31
2055-May-21,22 58 43.10
2055-May-22,23 00 30.29
2055-May-23,23 02 16.87
2055-May-24,23 04 02.86
2055-May-25,23 05 48.22
2055-May-26,23 07 32.98
2055-May-27,23 09 17.11
2055-May-28,23 11 00.61
2055-May-29,23 12 43.48
2055-May-30,23 14 25.71
2055-May-31,23 16 07.31
2055-Jun-01,23 17 48.26
2055-Jun-02,23 19 28.56
2055-Jun-03,23 21 08.22
2055-Jun-04,23 22 47.22
2055-Jun-05,23 24 25.57
2055-Jun-06,23 26 03.26
2055-Jun-07,23 27 40.29
2055-Jun-08,23 29 16.66
2055-Jun-09,23 30 52.35
2055-Jun-10,23 32 27.36
2055-Jun-11,23 34 01.68
2055-Jun-12,23 35 35.31
2055-Jun-13,23 37 08.23
2055-Jun-14,23 38 40.42
2055-Jun-15,23 40 11.89
2055-Jun-16,23 41 42.61
2055-Jun-17,23 43 12.56
2055-Jun-18,23 44 41.75
2055-Jun-19,23 46 10.14
2055-Jun-20,23 47 37.73
2055-Jun-21,23 49 04.50
2055-Jun-22,23 50 30.43
2055-Jun-23,23 51 55.51
2055-Jun-24,23 53 19.72
2055-Jun-25,23 54 43.04
2055-Jun-26,23 56 05.45
2055-Jun-27,23 57 26.94
2055-Jun-28,23 58 47.49
2055-Jun-29,00 00 07.09
2055-Jun-30,00 01 25.72
2055-Jul-01,00 02 43.36
2055-Jul-02,00 04 00.00
2055-Jul-03,00 05 15.62
2055-Jul-04,00 06 30.21
2055-Jul-05,00 07 43.74
2055-Jul-06,00 08 56.20
2055-Jul-07,00 10 07.57
2055-Jul-08,00 11 17.82
2055-Jul-09,00 12 26.92
2055-Jul-10,00 13 34.86
2055-Jul-11,00 14 41.59
2055-Jul-12,00 15 47.10
2055-Jul-13,00 16 51.35
2055-Jul-14,00 17 54.30
2055-Jul-15,00 18 55.93
2055-Jul-16,00 19 56.20
2055-Jul-17,00 20 55.07
2055-Jul-18,00 21 52.50
2055-Jul-19,00 22 48.46
2055-Jul-20,00 23 42.90
2055-Jul-21,00 24 35.79
2055-Jul-22,00 25 27.09
2055-Jul-23,00 26 16.75
2055-Jul-24,00 27 04.73
2055-Jul-25,00 27 51.00
2055-Jul-26,00 28 35.50
2055-Jul-27,00 29 18.21
2055-Jul-28,00 29 59.09
2055-Jul-29,00 30 38.08
2055-Jul-30,00 31 15.16
2055-Jul-31,00 31 50.28
2055-Aug-01,00 32 23.41
2055-Aug-02,00 32 54.49
2055-Aug-03,00 33 23.48
2055-Aug-04,00 33 50.33
2055-Aug-05,00 34 15.00
2055-Aug-06,00 34 37.44
2055-Aug-07,00 34 57.58
2055-Aug-08,00 35 15.38
2055-Aug-09,00 35 30.77
2055-Aug-10,00 35 43.71
2055-Aug-11,00 35 54.13
2055-Aug-12,00 36 01.97
2055-Aug-13,00 36 07.17
2055-Aug-14,00 36 09.67
2055-Aug-15,00 36 09.42
2055-Aug-16,00 36 06.35
2055-Aug-17,00 36 00.41
2055-Aug-18,00 35 51.53
2055-Aug-19,00 35 39.67
2055-Aug-20,00 35 24.77
2055-Aug-21,00 35 06.78
2055-Aug-22,00 34 45.65
2055-Aug-23,00 34 21.35
2055-Aug-24,00 33 53.83
2055-Aug-25,00 33 23.07
2055-Aug-26,00 32 49.04
2055-Aug-27,00 32 11.72
2055-Aug-28,00 31 31.09
2055-Aug-29,00 30 47.14
2055-Aug-30,00 29 59.85
2055-Aug-31,00 29 09.22
2055-Sep-01,00 28 15.25
2055-Sep-02,00 27 17.92
2055-Sep-03,00 26 17.26
2055-Sep-04,00 25 13.27
2055-Sep-05,00 24 05.96
2055-Sep-06,00 22 55.37
2055-Sep-07,00 21 41.53
2055-Sep-08,00 20 24.47
2055-Sep-09,00 19 04.25
2055-Sep-10,00 17 40.92
2055-Sep-11,00 16 14.56
2055-Sep-12,00 14 45.25
2055-Sep-13,00 13 13.07
2055-Sep-14,00 11 38.13
2055-Sep-15,00 10 00.54
2055-Sep-16,00 08 20.43
2055-Sep-17,00 06 37.95
2055-Sep-18,00 04 53.23
2055-Sep-19,00 03 06.46
2055-Sep-20,00 01 17.80
2055-Sep-21,23 59 27.45
2055-Sep-22,23 57 35.62
2055-Sep-23,23 55 42.50
2055-Sep-24,23 53 48.33
2055-Sep-25,23 51 53.32
2055-Sep-26,23 49 57.69
2055-Sep-27,23 48 01.67
2055-Sep-28,23 46 05.49
2055-Sep-29,23 44 09.36
2055-Sep-30,23 42 13.52
2055-Oct-01,23 40 18.18
